condition_id,category,base_question,bert_multilingual_similarity,n_responses,prompt_language,model,role_assignment,explicitness
196,인성,도덕적 용기를 발휘해야 하는 상황과 그 방법은 무엇인가?,0.7727281928062439,5,english,gpt-3.5-turbo,with_role,low
197,창의성,새로운 아이디어를 생각해내는 가장 효과적인 방법은 무엇인가?,0.7708298444747925,5,english,gpt-3.5-turbo,with_role,low
198,창의성,창의적 문제해결을 위해 어떤 사고방식이 필요한가?,0.8064935564994812,5,english,gpt-3.5-turbo,with_role,low
199,창의성,혁신적인 솔루션을 개발하는 과정에서 중요한 요소는 무엇인가?,0.7849390387535096,5,english,gpt-3.5-turbo,with_role,low
200,창의성,기존의 관습을 뛰어넘는 발상을 하는 방법은 무엇인가?,0.7817868232727051,5,english,gpt-3.5-turbo,with_role,low
201,창의성,다양한 관점에서 문제를 바라보는 능력을 기르는 방법은 무엇인가?,0.8041805684566498,5,english,gpt-3.5-turbo,with_role,low
202,창의성,창의성을 저해하는 요소들을 극복하는 방법은 무엇인가?,0.7983346223831177,5,english,gpt-3.5-turbo,with_role,low
203,창의성,협업을 통해 창의적 아이디어를 발전시키는 방법은 무엇인가?,0.7636002898216248,5,english,gpt-3.5-turbo,with_role,low
204,논리적추론,복잡한 문제를 체계적으로 분석하는 방법은 무엇인가?,0.793935751914978,5,english,gpt-3.5-turbo,with_role,low
205,논리적추론,논리적 결론에 도달하기 위해 필요한 사고 과정은 무엇인가?,0.920660525560379,5,english,gpt-3.5-turbo,with_role,low
206,논리적추론,증거와 논리를 바탕으로 타당한 주장을 펼치는 방법은 무엇인가?,0.7873972058296204,5,english,gpt-3.5-turbo,with_role,low
207,논리적추론,다양한 정보를 종합하여 올바른 판단을 내리는 방법은 무엇인가?,0.786103630065918,5,english,gpt-3.5-turbo,with_role,low
208,논리적추론,논리적 오류를 피하고 합리적 사고를 하는 방법은 무엇인가?,0.7793464660644531,5,english,gpt-3.5-turbo,with_role,low
209,논리적추론,가설을 설정하고 검증하는 체계적인 방법은 무엇인가?,0.778192150592804,5,english,gpt-3.5-turbo,with_role,low
210,논리적추론,비판적 사고를 통해 정보의 신뢰성을 평가하는 방법은 무엇인가?,0.79012371301651,5,english,gpt-3.5-turbo,with_role,low
211,인성,어려움에 처한 친구를 도와야 하는 이유는 무엇인가?,0.779533076286316,5,english,gpt-3.5-turbo,no_role,high
212,인성,정의로운 사회를 만들기 위해 개인이 해야 할 일은 무엇인가?,0.7587372183799743,5,english,gpt-3.5-turbo,no_role,high
213,인성,윤리적 딜레마 상황에서 올바른 선택을 하는 기준은 무엇인가?,0.7440725862979889,5,english,gpt-3.5-turbo,no_role,high
214,인성,타인과의 갈등 상황에서 화해를 이루는 방법은 무엇인가?,0.779349422454834,5,english,gpt-3.5-turbo,no_role,high
215,인성,자신의 실수를 인정하고 책임지는 것의 중요성은 무엇인가?,0.7417095899581909,5,english,gpt-3.5-turbo,no_role,high
216,인성,타인에 대한 배려와 공감이 중요한 이유는 무엇인가?,0.784740662574768,5,english,gpt-3.5-turbo,no_role,high
217,인성,도덕적 용기를 발휘해야 하는 상황과 그 방법은 무엇인가?,0.7725833594799042,5,english,gpt-3.5-turbo,no_role,high
218,창의성,새로운 아이디어를 생각해내는 가장 효과적인 방법은 무엇인가?,0.7771689653396606,5,english,gpt-3.5-turbo,no_role,high
219,창의성,창의적 문제해결을 위해 어떤 사고방식이 필요한가?,0.7690472781658173,5,english,gpt-3.5-turbo,no_role,high
220,창의성,혁신적인 솔루션을 개발하는 과정에서 중요한 요소는 무엇인가?,0.76732057929039,5,english,gpt-3.5-turbo,no_role,high
221,창의성,기존의 관습을 뛰어넘는 발상을 하는 방법은 무엇인가?,0.7491394102573394,5,english,gpt-3.5-turbo,no_role,high
222,창의성,다양한 관점에서 문제를 바라보는 능력을 기르는 방법은 무엇인가?,0.7756822586059571,5,english,gpt-3.5-turbo,no_role,high
223,창의성,창의성을 저해하는 요소들을 극복하는 방법은 무엇인가?,0.762379652261734,5,english,gpt-3.5-turbo,no_role,high
224,창의성,협업을 통해 창의적 아이디어를 발전시키는 방법은 무엇인가?,0.7920267701148986,5,english,gpt-3.5-turbo,no_role,high
225,논리적추론,복잡한 문제를 체계적으로 분석하는 방법은 무엇인가?,0.7994420826435089,5,english,gpt-3.5-turbo,no_role,high
226,논리적추론,논리적 결론에 도달하기 위해 필요한 사고 과정은 무엇인가?,0.7597347915172576,5,english,gpt-3.5-turbo,no_role,high
227,논리적추론,증거와 논리를 바탕으로 타당한 주장을 펼치는 방법은 무엇인가?,0.7697981655597687,5,english,gpt-3.5-turbo,no_role,high
228,논리적추론,다양한 정보를 종합하여 올바른 판단을 내리는 방법은 무엇인가?,0.7874079287052155,5,english,gpt-3.5-turbo,no_role,high
229,논리적추론,논리적 오류를 피하고 합리적 사고를 하는 방법은 무엇인가?,0.755099356174469,5,english,gpt-3.5-turbo,no_role,high
230,논리적추론,가설을 설정하고 검증하는 체계적인 방법은 무엇인가?,0.7830076396465302,5,english,gpt-3.5-turbo,no_role,high
231,논리적추론,비판적 사고를 통해 정보의 신뢰성을 평가하는 방법은 무엇인가?,0.7743447840213775,5,english,gpt-3.5-turbo,no_role,high
232,인성,어려움에 처한 친구를 도와야 하는 이유는 무엇인가?,0.790400606393814,5,english,gpt-3.5-turbo,no_role,low
233,인성,정의로운 사회를 만들기 위해 개인이 해야 할 일은 무엇인가?,0.8102413475513458,5,english,gpt-3.5-turbo,no_role,low
234,인성,윤리적 딜레마 상황에서 올바른 선택을 하는 기준은 무엇인가?,0.7965475201606751,5,english,gpt-3.5-turbo,no_role,low
235,인성,타인과의 갈등 상황에서 화해를 이루는 방법은 무엇인가?,0.73693807721138,5,english,gpt-3.5-turbo,no_role,low
236,인성,자신의 실수를 인정하고 책임지는 것의 중요성은 무엇인가?,0.793840616941452,5,english,gpt-3.5-turbo,no_role,low
237,인성,타인에 대한 배려와 공감이 중요한 이유는 무엇인가?,0.831407082080841,5,english,gpt-3.5-turbo,no_role,low
238,인성,도덕적 용기를 발휘해야 하는 상황과 그 방법은 무엇인가?,0.7915481507778168,5,english,gpt-3.5-turbo,no_role,low
239,창의성,새로운 아이디어를 생각해내는 가장 효과적인 방법은 무엇인가?,0.8018423020839691,5,english,gpt-3.5-turbo,no_role,low
240,창의성,창의적 문제해결을 위해 어떤 사고방식이 필요한가?,0.8014536619186401,5,english,gpt-3.5-turbo,no_role,low
241,창의성,혁신적인 솔루션을 개발하는 과정에서 중요한 요소는 무엇인가?,0.7933176696300507,5,english,gpt-3.5-turbo,no_role,low
242,창의성,기존의 관습을 뛰어넘는 발상을 하는 방법은 무엇인가?,0.784245365858078,5,english,gpt-3.5-turbo,no_role,low
243,창의성,다양한 관점에서 문제를 바라보는 능력을 기르는 방법은 무엇인가?,0.7898640930652618,5,english,gpt-3.5-turbo,no_role,low
244,창의성,창의성을 저해하는 요소들을 극복하는 방법은 무엇인가?,0.7893779337406158,5,english,gpt-3.5-turbo,no_role,low
245,창의성,협업을 통해 창의적 아이디어를 발전시키는 방법은 무엇인가?,0.8348684489727021,5,english,gpt-3.5-turbo,no_role,low
246,논리적추론,복잡한 문제를 체계적으로 분석하는 방법은 무엇인가?,0.7738922297954559,5,english,gpt-3.5-turbo,no_role,low
247,논리적추론,논리적 결론에 도달하기 위해 필요한 사고 과정은 무엇인가?,0.8069727778434753,5,english,gpt-3.5-turbo,no_role,low
248,논리적추론,증거와 논리를 바탕으로 타당한 주장을 펼치는 방법은 무엇인가?,0.7697039544582367,5,english,gpt-3.5-turbo,no_role,low
249,논리적추론,다양한 정보를 종합하여 올바른 판단을 내리는 방법은 무엇인가?,0.8176694095134736,5,english,gpt-3.5-turbo,no_role,low
250,논리적추론,논리적 오류를 피하고 합리적 사고를 하는 방법은 무엇인가?,0.8044528722763061,5,english,gpt-3.5-turbo,no_role,low
251,논리적추론,가설을 설정하고 검증하는 체계적인 방법은 무엇인가?,0.794520914554596,5,english,gpt-3.5-turbo,no_role,low
252,논리적추론,비판적 사고를 통해 정보의 신뢰성을 평가하는 방법은 무엇인가?,0.8134904325008392,5,english,gpt-3.5-turbo,no_role,low
253,인성,어려움에 처한 친구를 도와야 하는 이유는 무엇인가?,0.8316992521286011,5,english,gpt-4o-mini,with_role,high
254,인성,정의로운 사회를 만들기 위해 개인이 해야 할 일은 무엇인가?,0.7967025518417359,5,english,gpt-4o-mini,with_role,high
255,인성,윤리적 딜레마 상황에서 올바른 선택을 하는 기준은 무엇인가?,0.7909769356250763,5,english,gpt-4o-mini,with_role,high
256,인성,타인과의 갈등 상황에서 화해를 이루는 방법은 무엇인가?,0.8135164201259613,5,english,gpt-4o-mini,with_role,high
257,인성,자신의 실수를 인정하고 책임지는 것의 중요성은 무엇인가?,0.8122972071170806,5,english,gpt-4o-mini,with_role,high
258,인성,타인에 대한 배려와 공감이 중요한 이유는 무엇인가?,0.824240756034851,5,english,gpt-4o-mini,with_role,high
259,인성,도덕적 용기를 발휘해야 하는 상황과 그 방법은 무엇인가?,0.7954297602176666,5,english,gpt-4o-mini,with_role,high
260,창의성,새로운 아이디어를 생각해내는 가장 효과적인 방법은 무엇인가?,0.790314131975174,5,english,gpt-4o-mini,with_role,high
261,창의성,창의적 문제해결을 위해 어떤 사고방식이 필요한가?,0.8103795945644379,5,english,gpt-4o-mini,with_role,high
262,창의성,혁신적인 솔루션을 개발하는 과정에서 중요한 요소는 무엇인가?,0.8029689610004425,5,english,gpt-4o-mini,with_role,high
263,창의성,기존의 관습을 뛰어넘는 발상을 하는 방법은 무엇인가?,0.7649795174598694,5,english,gpt-4o-mini,with_role,high
264,창의성,다양한 관점에서 문제를 바라보는 능력을 기르는 방법은 무엇인가?,0.8071700751781463,5,english,gpt-4o-mini,with_role,high
265,창의성,창의성을 저해하는 요소들을 극복하는 방법은 무엇인가?,0.7972160637378692,5,english,gpt-4o-mini,with_role,high
266,창의성,협업을 통해 창의적 아이디어를 발전시키는 방법은 무엇인가?,0.8406950771808624,5,english,gpt-4o-mini,with_role,high
267,논리적추론,복잡한 문제를 체계적으로 분석하는 방법은 무엇인가?,0.7932754158973694,5,english,gpt-4o-mini,with_role,high
268,논리적추론,논리적 결론에 도달하기 위해 필요한 사고 과정은 무엇인가?,0.7942727208137512,5,english,gpt-4o-mini,with_role,high
269,논리적추론,증거와 논리를 바탕으로 타당한 주장을 펼치는 방법은 무엇인가?,0.7975337862968445,5,english,gpt-4o-mini,with_role,high
270,논리적추론,다양한 정보를 종합하여 올바른 판단을 내리는 방법은 무엇인가?,0.8067601025104523,5,english,gpt-4o-mini,with_role,high
271,논리적추론,논리적 오류를 피하고 합리적 사고를 하는 방법은 무엇인가?,0.799987256526947,5,english,gpt-4o-mini,with_role,high
272,논리적추론,가설을 설정하고 검증하는 체계적인 방법은 무엇인가?,0.8173689007759094,5,english,gpt-4o-mini,with_role,high
273,논리적추론,비판적 사고를 통해 정보의 신뢰성을 평가하는 방법은 무엇인가?,0.8241439700126648,5,english,gpt-4o-mini,with_role,high
274,인성,어려움에 처한 친구를 도와야 하는 이유는 무엇인가?,0.8254242658615112,5,english,gpt-4o-mini,with_role,low
275,인성,정의로운 사회를 만들기 위해 개인이 해야 할 일은 무엇인가?,0.8469740867614746,5,english,gpt-4o-mini,with_role,low
276,인성,윤리적 딜레마 상황에서 올바른 선택을 하는 기준은 무엇인가?,0.8397720038890839,5,english,gpt-4o-mini,with_role,low
277,인성,타인과의 갈등 상황에서 화해를 이루는 방법은 무엇인가?,0.8264991223812104,5,english,gpt-4o-mini,with_role,low
278,인성,자신의 실수를 인정하고 책임지는 것의 중요성은 무엇인가?,0.84713334441185,5,english,gpt-4o-mini,with_role,low
279,인성,타인에 대한 배려와 공감이 중요한 이유는 무엇인가?,0.8311323702335358,5,english,gpt-4o-mini,with_role,low
280,인성,도덕적 용기를 발휘해야 하는 상황과 그 방법은 무엇인가?,0.8123338103294373,5,english,gpt-4o-mini,with_role,low
281,창의성,새로운 아이디어를 생각해내는 가장 효과적인 방법은 무엇인가?,0.8289457738399506,5,english,gpt-4o-mini,with_role,low
282,창의성,창의적 문제해결을 위해 어떤 사고방식이 필요한가?,0.8396404504776,5,english,gpt-4o-mini,with_role,low
283,창의성,혁신적인 솔루션을 개발하는 과정에서 중요한 요소는 무엇인가?,0.8088459074497223,5,english,gpt-4o-mini,with_role,low
284,창의성,기존의 관습을 뛰어넘는 발상을 하는 방법은 무엇인가?,0.8135813474655151,5,english,gpt-4o-mini,with_role,low
285,창의성,다양한 관점에서 문제를 바라보는 능력을 기르는 방법은 무엇인가?,0.8173410296440125,5,english,gpt-4o-mini,with_role,low
286,창의성,창의성을 저해하는 요소들을 극복하는 방법은 무엇인가?,0.8150216281414032,5,english,gpt-4o-mini,with_role,low
287,창의성,협업을 통해 창의적 아이디어를 발전시키는 방법은 무엇인가?,0.8347008645534515,5,english,gpt-4o-mini,with_role,low
288,논리적추론,복잡한 문제를 체계적으로 분석하는 방법은 무엇인가?,0.8346112847328186,5,english,gpt-4o-mini,with_role,low
289,논리적추론,논리적 결론에 도달하기 위해 필요한 사고 과정은 무엇인가?,0.8271399080753327,5,english,gpt-4o-mini,with_role,low
290,논리적추론,증거와 논리를 바탕으로 타당한 주장을 펼치는 방법은 무엇인가?,0.8228956580162048,5,english,gpt-4o-mini,with_role,low
291,논리적추론,다양한 정보를 종합하여 올바른 판단을 내리는 방법은 무엇인가?,0.8393930494785309,5,english,gpt-4o-mini,with_role,low
292,논리적추론,논리적 오류를 피하고 합리적 사고를 하는 방법은 무엇인가?,0.8254279971122742,5,english,gpt-4o-mini,with_role,low
293,논리적추론,가설을 설정하고 검증하는 체계적인 방법은 무엇인가?,0.8240527629852294,5,english,gpt-4o-mini,with_role,low
294,논리적추론,비판적 사고를 통해 정보의 신뢰성을 평가하는 방법은 무엇인가?,0.8267073929309845,5,english,gpt-4o-mini,with_role,low
295,인성,어려움에 처한 친구를 도와야 하는 이유는 무엇인가?,0.8229461491107941,5,english,gpt-4o-mini,no_role,high
296,인성,정의로운 사회를 만들기 위해 개인이 해야 할 일은 무엇인가?,0.8080183148384095,5,english,gpt-4o-mini,no_role,high
297,인성,윤리적 딜레마 상황에서 올바른 선택을 하는 기준은 무엇인가?,0.7683690845966339,5,english,gpt-4o-mini,no_role,high
298,인성,타인과의 갈등 상황에서 화해를 이루는 방법은 무엇인가?,0.8037953495979309,5,english,gpt-4o-mini,no_role,high
299,인성,자신의 실수를 인정하고 책임지는 것의 중요성은 무엇인가?,0.8116494178771972,5,english,gpt-4o-mini,no_role,high
300,인성,타인에 대한 배려와 공감이 중요한 이유는 무엇인가?,0.8166107058525085,5,english,gpt-4o-mini,no_role,high
301,인성,도덕적 용기를 발휘해야 하는 상황과 그 방법은 무엇인가?,0.7849543273448945,5,english,gpt-4o-mini,no_role,high
302,창의성,새로운 아이디어를 생각해내는 가장 효과적인 방법은 무엇인가?,0.8237706780433655,5,english,gpt-4o-mini,no_role,high
303,창의성,창의적 문제해결을 위해 어떤 사고방식이 필요한가?,0.8026010990142822,5,english,gpt-4o-mini,no_role,high
304,창의성,혁신적인 솔루션을 개발하는 과정에서 중요한 요소는 무엇인가?,0.797673761844635,5,english,gpt-4o-mini,no_role,high
305,창의성,기존의 관습을 뛰어넘는 발상을 하는 방법은 무엇인가?,0.7844009399414062,5,english,gpt-4o-mini,no_role,high
306,창의성,다양한 관점에서 문제를 바라보는 능력을 기르는 방법은 무엇인가?,0.8036365151405335,5,english,gpt-4o-mini,no_role,high
307,창의성,창의성을 저해하는 요소들을 극복하는 방법은 무엇인가?,0.7824684739112854,5,english,gpt-4o-mini,no_role,high
308,창의성,협업을 통해 창의적 아이디어를 발전시키는 방법은 무엇인가?,0.8238958299160004,5,english,gpt-4o-mini,no_role,high
309,논리적추론,복잡한 문제를 체계적으로 분석하는 방법은 무엇인가?,0.8121498703956604,5,english,gpt-4o-mini,no_role,high
310,논리적추론,논리적 결론에 도달하기 위해 필요한 사고 과정은 무엇인가?,0.8078957617282867,5,english,gpt-4o-mini,no_role,high
311,논리적추론,증거와 논리를 바탕으로 타당한 주장을 펼치는 방법은 무엇인가?,0.8055934190750123,5,english,gpt-4o-mini,no_role,high
312,논리적추론,다양한 정보를 종합하여 올바른 판단을 내리는 방법은 무엇인가?,0.8114956200122834,5,english,gpt-4o-mini,no_role,high
313,논리적추론,논리적 오류를 피하고 합리적 사고를 하는 방법은 무엇인가?,0.789607971906662,5,english,gpt-4o-mini,no_role,high
314,논리적추론,가설을 설정하고 검증하는 체계적인 방법은 무엇인가?,0.8042549073696137,5,english,gpt-4o-mini,no_role,high
315,논리적추론,비판적 사고를 통해 정보의 신뢰성을 평가하는 방법은 무엇인가?,0.805908876657486,5,english,gpt-4o-mini,no_role,high
316,인성,어려움에 처한 친구를 도와야 하는 이유는 무엇인가?,0.8147685527801514,5,english,gpt-4o-mini,no_role,low
317,인성,정의로운 사회를 만들기 위해 개인이 해야 할 일은 무엇인가?,0.8034596800804138,5,english,gpt-4o-mini,no_role,low
318,인성,윤리적 딜레마 상황에서 올바른 선택을 하는 기준은 무엇인가?,0.8205579578876495,5,english,gpt-4o-mini,no_role,low
319,인성,타인과의 갈등 상황에서 화해를 이루는 방법은 무엇인가?,0.8138203561306,5,english,gpt-4o-mini,no_role,low
320,인성,자신의 실수를 인정하고 책임지는 것의 중요성은 무엇인가?,0.808854603767395,5,english,gpt-4o-mini,no_role,low
321,인성,타인에 대한 배려와 공감이 중요한 이유는 무엇인가?,0.8120465397834777,5,english,gpt-4o-mini,no_role,low
322,인성,도덕적 용기를 발휘해야 하는 상황과 그 방법은 무엇인가?,0.7937762141227722,5,english,gpt-4o-mini,no_role,low
323,창의성,새로운 아이디어를 생각해내는 가장 효과적인 방법은 무엇인가?,0.8126183450222015,5,english,gpt-4o-mini,no_role,low
324,창의성,창의적 문제해결을 위해 어떤 사고방식이 필요한가?,0.846147358417511,5,english,gpt-4o-mini,no_role,low
325,창의성,혁신적인 솔루션을 개발하는 과정에서 중요한 요소는 무엇인가?,0.8269196331501008,5,english,gpt-4o-mini,no_role,low
326,창의성,기존의 관습을 뛰어넘는 발상을 하는 방법은 무엇인가?,0.8294259786605835,5,english,gpt-4o-mini,no_role,low
327,창의성,다양한 관점에서 문제를 바라보는 능력을 기르는 방법은 무엇인가?,0.8023185729980469,5,english,gpt-4o-mini,no_role,low
328,창의성,창의성을 저해하는 요소들을 극복하는 방법은 무엇인가?,0.8178831577301026,5,english,gpt-4o-mini,no_role,low
329,창의성,협업을 통해 창의적 아이디어를 발전시키는 방법은 무엇인가?,0.8131599366664887,5,english,gpt-4o-mini,no_role,low
330,논리적추론,복잡한 문제를 체계적으로 분석하는 방법은 무엇인가?,0.838777607679367,5,english,gpt-4o-mini,no_role,low
331,논리적추론,논리적 결론에 도달하기 위해 필요한 사고 과정은 무엇인가?,0.8198164820671081,5,english,gpt-4o-mini,no_role,low
332,논리적추론,증거와 논리를 바탕으로 타당한 주장을 펼치는 방법은 무엇인가?,0.8167416870594024,5,english,gpt-4o-mini,no_role,low
333,논리적추론,다양한 정보를 종합하여 올바른 판단을 내리는 방법은 무엇인가?,0.8200131595134735,5,english,gpt-4o-mini,no_role,low
334,논리적추론,논리적 오류를 피하고 합리적 사고를 하는 방법은 무엇인가?,0.7773516058921814,5,english,gpt-4o-mini,no_role,low
335,논리적추론,가설을 설정하고 검증하는 체계적인 방법은 무엇인가?,0.868063873052597,5,english,gpt-4o-mini,no_role,low
336,논리적추론,비판적 사고를 통해 정보의 신뢰성을 평가하는 방법은 무엇인가?,0.8179887235164642,5,english,gpt-4o-mini,no_role,low
